year,month,day,hour,min,second,validity,source,earthquake_mag,country,name,lat,lng,water_height,tsunami_mag_lida,tsunami_intensity,death_nbr,injuries_nbr,damage_mill,damage_code,house_destroyed,house_code
1906,8,17,0,40,0,probable tsunami,Earthquake,8.2,CHILE,CENTRAL CHILE,-33,-72,3.5,1.8,2,0,0,1,1,0,0
1906,9,14,16,4,18,definite tsunami,Earthquake,8,PAPUA NEW GUINEA,SOLOMON SEA,-7,149,1.5,0.6,1.5,0,0,1,1,0,0
1906,10,2,1,50,0,probable tsunami,Earthquake,7.2,PAPUA NEW GUINEA,BISMARCK SEA,-4,149,1.2,0,1.5,0,0,0,0,0,0
1906,11,20,21,0,0,probable tsunami,Earthquake,5,GHANA,GOLD COAST,6.5,0.3,0,0,0,0,0,0,0,0,0
1906,12,26,6,53,28,questionable tsunami,Earthquake,7.9,PERU,S. PERU,-18,-71,0,0,0,0,0,0,0,0,0
1907,1,4,5,19,12,definite tsunami,Earthquake,7.6,INDONESIA,NW. SUMATRA,2,94.5,0,1.5,2,400,0,24,3,0,3
1907,1,14,21,36,0,definite tsunami,Earthquake,6.5,JAMAICA,JAMAICA,18,-76.8,2.5,1.3,0,0,0,5,2,0,0
1907,3,29,20,46,30,very doubtful tsunami,Earthquake,7.3,INDONESIA,"KARAKELONG, TALAUD ISLANDS",3,122,4,2,2,0,0,0,0,0,0
1907,4,14,6,8,6,probable tsunami,Earthquake,8.1,MEXICO,S. MEXICO,17,-100,2,1,0,0,0,0,0,0,0
1907,9,24,12,58,0,probable tsunami,Earthquake and Landslide,5.5,USA,"SKAGWAY, AK",59.5,-135.5,0.7,-0.5,0,0,0,0,0,0,0
1907,10,23,20,28,19,definite tsunami,Earthquake,5.9,ITALY,IONIAN CALABRIA,38.133,16.017,0,0,3,0,0,0,0,0,0
1907,12,15,17,35,0,questionable tsunami,Earthquake,7.4,PAPUA NEW GUINEA,BISMARCK SEA,-3.1,142.5,0,0,0,0,0,24,2,0,3
1908,2,6,0,0,0,probable tsunami,Earthquake,7.5,INDONESIA,SW. SUMATRA,-2,100,1.4,0.5,1,0,0,0,0,0,0
1908,2,14,11,25,0,very doubtful tsunami,Earthquake and Landslide,6,USA,"PRINCE WILLIAM SOUND, AK",61,-146.2,0,0,0,0,0,0,0,0,0
1908,3,23,12,20,0,Erroneous entry,Earthquake,6.6,INDONESIA,TIMOR SEA,-10,129,0,0,0,0,0,0,0,0,0
1908,5,31,0,0,0,event that only caused a seiche or disturbance in an inland river,Earthquake,0,UKRAINE,CRIMEA,44,34,0,0,0,0,0,0,0,0,0
1908,9,21,6,31,0,definite tsunami,Earthquake,6.8,USA,HAWAII,19,-155,1.2,-0.5,0,0,0,0,0,0,0
1908,12,12,12,8,0,questionable tsunami,Earthquake,8.2,PERU,S. PERU,-14,-78,0,0,0,0,0,0,0,0,0
1908,12,28,4,20,27,definite tsunami,Earthquake and Landslide,7,ITALY,"MESSINA STRAIT, IONIAN SEA",38.17,15.58,13,0,5,2000,0,25,4,0,4
1909,3,12,23,19,0,definite tsunami,Earthquake,6.7,JAPAN,OFF BOSO PENINSULA,34.5,141.5,0,-1,0,0,0,0,0,0,0
1909,3,13,14,29,0,definite tsunami,Earthquake,7.5,JAPAN,OFF BOSO PENINSULA,34.5,141.5,0,-1,0,0,0,0,0,0,0
1909,6,3,18,40,48,questionable tsunami,Earthquake,7.6,INDONESIA,SUMATRA,-2,101,0,0.5,1,0,0,0,0,0,0
1909,6,8,5,46,30,event that only caused a seiche or disturbance in an inland river,Earthquake,7.6,CHILE,NORTHERN CHILE,-26.5,-70.5,0,0,0,0,0,0,0,0,0
1909,7,30,10,51,54,questionable tsunami,Earthquake,7.4,MEXICO,S. MEXICO,16.8,-99.8,9,3.2,0,0,0,0,0,0,0
1909,8,14,6,30,0,definite tsunami,Earthquake,6.9,JAPAN,"ANEGAWA, JAPAN",35.4,136.3,1.8,1,0,0,0,0,0,0,0
1909,12,9,23,28,0,definite tsunami,Earthquake,8,USA TERRITORY,"GUAM, MARIANA ISLANDS",12.5,145,0,0,0,0,0,0,0,0,0
1910,2,25,0,0,0,very doubtful tsunami,Earthquake,6,PAPUA NEW GUINEA,MATUPI HARBOR,-4.25,152.25,0,0,0,0,0,0,0,0,0
1910,11,10,12,19,54,probable tsunami,Earthquake,7.2,VANUATU,VANUATU ISLANDS,-14,166.5,0,0,0,0,0,0,0,0,0
1910,12,18,2,42,0,questionable tsunami,Earthquake,6.7,INDONESIA,SULAWESI,4,127,0,-1.3,-1,0,0,0,0,0,0
1910,12,30,0,0,0,very doubtful tsunami,Earthquake,6.2,PHILIPPINES,SULU SEA,9,125.5,0,0,1,0,0,0,0,0,0
1911,2,18,21,35,12,probable tsunami,Earthquake,6.7,ALBANIA,OCHRIDA LAKE,40.9,20.8,0,0,0,0,0,0,0,0,0
1911,5,11,0,0,0,questionable tsunami,Unknown,0,TOGO,GOLD COAST,6.1,1.2,5,0,0,0,0,1,1,0,0
1911,6,15,14,26,0,definite tsunami,Earthquake,8,JAPAN,RYUKYU ISLANDS,28,130,0,1,1.5,0,0,5,2,0,3
1911,7,12,4,7,36,very doubtful tsunami,Earthquake,7.8,PHILIPPINES,PHILIPPINE TRENCH,9,126,0,0,0,0,0,0,0,0,0
1911,9,15,13,10,0,questionable tsunami,Earthquake,7.3,CHILE,NORTHERN CHILE,-20,-72,0,0,0,0,0,0,0,0,0
1911,9,22,5,1,24,very doubtful tsunami,Earthquake and Landslide,6.9,USA,"PRINCE WILLIAM SOUND, AK",60.5,-149,0,0,0.5,0,0,0,0,0,0
1912,1,24,16,22,51,questionable tsunami,Earthquake,0,GREECE,IONIAN SEA,38.12,20.67,0,0,0,0,0,0,0,0,0
1912,6,8,4,42,0,probable tsunami,Earthquake,6.6,JAPAN,SANRIKU,40.5,142,0.5,-1,0,0,0,0,0,0,0
1912,8,9,1,29,0,questionable tsunami,Earthquake,7.8,TURKEY,MARMARA SEA,40.5,27.2,0,0,0,0,0,0,0,0,0
1912,10,31,17,24,0,very doubtful tsunami,Earthquake,6.9,"MICRONESIA, FED. STATES OF",CAROLINE ISLANDS,7,138,0,0,0,0,0,0,0,0,0
1913,2,22,1,6,0,probable tsunami,Earthquake,6.8,NEW ZEALAND,TASMAN SEA,-41.8,171.5,1.5,0.6,0.5,0,0,0,0,0,0
1913,3,14,8,45,4.3,Erroneous entry,Volcano and Earthquake,7.8,INDONESIA,SANGIHE ISLAND,5.354,126.121,0,0,0,0,0,0,0,0,0
1913,7,28,6,40,0,very doubtful tsunami,Earthquake,7,PERU,S. PERU,-16.6,-73.3,0,0,0,0,0,0,0,0,0
1913,8,6,22,14,24,questionable tsunami,Earthquake,7.9,PERU,S. PERU,-17,-74,0,0,0,0,0,0,0,0,0
1913,10,2,4,23,28,questionable tsunami,Earthquake and Landslide,6.7,PANAMA,OFF COAST,7.1,-80.6,0,0,0,0,0,0,0,0,1
1913,10,11,4,6,3,definite tsunami,Earthquake,7,PAPUA NEW GUINEA,SOLOMON SEA,-7,148,0.1,-3.3,0,0,0,0,0,0,0
1914,1,12,9,28,0,definite tsunami,Volcano and Earthquake,7.1,JAPAN,SEIKAIDO,31.58,130.67,3,1.6,-1,0,0,1,1,0,0
1914,2,26,4,58,12,very doubtful tsunami,Earthquake,7.2,PERU,S. PERU,-17,-72,0,0,0,0,0,0,0,0,0
1914,5,26,14,22,47.7,definite tsunami,Earthquake,8.1,INDONESIA,NW. IRIAN JAYA,-1.829,136.943,0.1,1.5,2,0,0,0,0,0,0
1914,6,25,19,7,25.9,questionable tsunami,Earthquake,7.6,INDONESIA,INDONESIA,-3.924,101.82,0,0,0,0,0,0,0,0,0
1914,11,27,14,39,46,very doubtful tsunami,Earthquake and Landslide,6.3,GREECE,IONIAN SEA,38.8,20.6,3,1.7,4,0,0,0,0,0,0
1915,1,27,1,9,56,questionable tsunami,Earthquake,0,GREECE,IONIAN SEA,38.4,20.6,0,0,0,0,0,0,0,0,0
1915,8,7,15,4,3,probable tsunami,Earthquake,6.7,GREECE,IONIAN SEA,38.5,20.7,1.5,0,3,0,0,0,0,0,0
1915,9,7,1,20,48,very doubtful tsunami,Earthquake,7.9,EL SALVADOR,EL SALVADOR,14,-89,0,0,0.5,0,0,0,0,0,0
1915,11,1,7,23,43,definite tsunami,Earthquake,7.8,JAPAN,SANRIKU,38.3,142.9,1,0,0.5,0,0,0,0,0,0
1915,11,6,0,0,0,questionable tsunami,Earthquake,6,INDONESIA,NW. IRIAN JAYA,-1,136,0,0,0,0,0,0,0,0,0
1915,11,18,20,19,18,probable tsunami,Earthquake,6.4,PHILIPPINES,W. LUZON ISLAND,18,119.5,0,0,0.5,0,0,0,0,0,0
1916,1,1,13,20,49.3,probable tsunami,Earthquake,7.9,PAPUA NEW GUINEA,BISMARCK SEA,-4.739,152.548,0,1.5,2,0,0,1,1,0,0
1916,4,26,2,21,52,definite tsunami,Earthquake,7,PANAMA,BOCAS DEL TORO,9.6,-82,1.3,0,0,0,0,1,1,0,0
1916,7,3,23,21,41,definite tsunami,Earthquake,5.1,ITALY,STROMBOLI ISLAND,38.817,15.233,10,0,4,0,0,0,0,0,0
1916,8,16,7,6,0,definite tsunami,Earthquake,0,ITALY,CENTRAL ADRIATIC,43.967,12.667,0,0,2,0,0,0,0,0,0
1917,1,20,23,11,34,probable tsunami,Earthquake,6.6,INDONESIA,BALI SEA,-7,116,2,1,0,0,0,0,0,0,0
1917,1,25,0,0,0,definite tsunami,Earthquake,6.5,CHINA,SOUTH CHINA SEA,24.47,118.08,0,1,1,0,0,1,1,0,0
1917,1,30,2,45,36,questionable tsunami,Earthquake,7.8,RUSSIA,KAMCHATKA,56.5,163,0,0,0,0,0,0,0,0,0
1917,1,31,3,39,55,probable tsunami,Earthquake,6.4,PHILIPPINES,CELEBES SEA,6,125,1.5,0.6,0,0,0,0,0,0,0
1917,5,1,18,27,0,definite tsunami,Earthquake,8,NEW ZEALAND,KERMADEC ISLANDS,-29.2,-177,0.3,3.6,3,0,0,0,0,0,0
1917,5,6,12,19,0,definite tsunami,Earthquake,5.8,TAIWAN,TAIWAN,23.2,121.6,0.5,-1,-0.5,0,0,0,0,0,0
1917,6,26,5,49,42,definite tsunami,Earthquake,8.3,SAMOA,SAMOA ISLANDS,-15.5,-173,12.2,3.6,3,2,0,5,2,0,3
1917,7,29,21,52,31,questionable tsunami,Earthquake,7.5,PAPUA NEW GUINEA,BISMARCK SEA,-3.705,141.729,0.9,0,1,0,0,0,0,0,0
1917,11,16,3,19,28,questionable tsunami,Earthquake,7.5,NEW ZEALAND,KERMADEC ISLANDS,-29,-177.5,2.5,1.3,1,0,0,0,0,0,0
1918,2,13,6,7,13,definite tsunami,Earthquake and Landslide,7.5,CHINA,GUANGDONG PROVINCE,23.5,117.2,0,1,-1,0,0,0,0,0,0
1918,5,20,17,55,10,questionable tsunami,Earthquake,7.9,CHILE,NORTHERN CHILE,-28.5,-71.5,0,0,0,0,0,0,0,0,0
1918,8,14,0,0,0,event that only caused a seiche or disturbance in an inland river,Earthquake,5.5,CHINA,YUNNAN PROVINCE,26.9,103,0,0,0,0,0,0,0,0,0
1918,8,15,12,18,12,definite tsunami,Earthquake,8.3,PHILIPPINES,CELEBES SEA,5.5,123,7.2,2.8,2.5,6,0,5,2,0,0
1918,9,7,17,16,0,definite tsunami,Earthquake,8.2,RUSSIA,S. KURIL ISLANDS,45.5,151.5,12,3.6,3,23,7,5,2,0,2
1918,10,11,14,14,30,definite tsunami,Earthquake and Landslide,7.3,USA TERRITORY,PUERTO RICO: MONA PASSAGE,18.5,-67.5,6.1,2.6,0,140,0,4,2,0,0
1918,11,8,4,38,0,definite tsunami,Earthquake,7.8,RUSSIA,S. KURIL ISLANDS,44.5,151.5,0.5,1,2,0,0,0,0,0,0
1918,12,4,11,47,48,definite tsunami,Earthquake,7.8,CHILE,NORTHERN CHILE,-26,-71,5,2.3,2.5,0,0,1,1,0,0
1919,1,1,1,33,42,very doubtful tsunami,Earthquake,7.4,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",8,126,0.44,-0.1,0,0,0,0,0,0,0
1919,1,1,2,59,57,very doubtful tsunami,Earthquake,8.3,TONGA,TONGA ISLANDS,-19.6,-176.6,0.4,0,0,0,0,0,0,0,0
1919,4,30,7,17,17.3,definite tsunami,Earthquake,8.1,TONGA,TONGA ISLANDS,-18.352,-172.515,2.5,1.3,1.5,0,0,0,0,0,0
1919,5,6,19,41,13,probable tsunami,Earthquake,8.2,PAPUA NEW GUINEA,SOLOMON SEA,-4.806,153.859,0,2.6,1,0,0,0,0,0,0
1919,6,29,23,14,13.4,probable tsunami,Earthquake,6.6,NICARAGUA,GULF OF FONSECA,12.33,-88.291,0,0,0,0,0,0,0,0,0
1919,10,22,6,6,0,Erroneous entry,Earthquake,5.6,ITALY,TYRRHENIAN SEA,41.4,12.6,0,0,0,0,0,0,0,0,0
1920,2,2,11,22,18,very doubtful tsunami,Earthquake,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-6.5,150,0,0,0,0,0,0,0,0,0
1920,8,20,16,15,38,probable tsunami,Earthquake,7,CHILE,CENTRAL CHILE,-38,-73.5,1.4,0.5,1,0,0,0,0,0,0
1920,9,20,14,39,0,probable tsunami,Earthquake,7.8,VANUATU,VANUATU ISLANDS,-19.919,168.53,0,1,0,0,0,1,1,0,0
1920,12,16,12,5,53,event that only caused a seiche or disturbance in an inland river,Earthquake,7.8,CHINA,CHINA: GANSU AND SHANXI PROVINCES,36.7,104.9,0.75,0,0,0,0,0,0,0,0
1920,12,18,2,1,57,very doubtful tsunami,Earthquake,5.6,ALBANIA,ALBANIAN COASTS,40.5,19.5,0,0,5,0,0,24,3,0,3
1921,5,14,11,17,45,questionable tsunami,Earthquake,6.2,INDONESIA,MAKASSAR STRAIT,0.7,117.9,1,0,0.5,0,0,5,2,0,0
1921,9,11,4,1,38,definite tsunami,Earthquake,7.5,INDONESIA,JAVA,-11,111,0.1,-2.3,-2,0,0,0,0,0,0
1921,11,11,18,36,8,probable tsunami,Earthquake,7.5,PHILIPPINES,PHILIPPINE TRENCH,8,127,0,0.5,1,0,0,1,1,0,1
1922,1,6,14,11,2,questionable tsunami,Earthquake,7.2,PERU,S. PERU,-16.5,-73,0,0,0,0,0,0,0,0,0
1922,1,19,21,58,58.5,probable tsunami,Earthquake,6.9,PAPUA NEW GUINEA,BISMARCK SEA,-7.111,143.53,1.8,0,0,0,0,0,0,0,0
1922,2,27,20,39,50,questionable tsunami,Earthquake,6.3,PHILIPPINES,CEBU ISLAND,10.2,124.1,0.7,-0.5,0,0,0,0,0,0,0
1922,3,1,9,10,23,questionable tsunami,Earthquake,6,PHILIPPINES,SULU SEA,9,123.25,0,0,0.5,0,0,0,0,0,0
1922,8,8,3,49,6,questionable tsunami,Earthquake,0,GREECE,AEGEAN SEA,37.5,23.2,0,0,0,0,0,0,0,0,0
1922,9,1,19,16,6,very doubtful tsunami,Earthquake,7.6,TAIWAN,TAIWAN,24.5,122,0,0,0,0,0,0,0,0,0
1922,11,7,23,0,9,questionable tsunami,Earthquake,7,CHILE,NORTHERN CHILE,-28,-72,0,0,0,0,0,0,0,0,0
1922,11,11,4,32,36,definite tsunami,Earthquake,8.7,CHILE,NORTHERN CHILE,-28.553,-70.755,9,3.2,2.5,200,0,24,3,0,3
1922,12,25,3,33,10,probable tsunami,Earthquake,6.3,NEW ZEALAND,SE. NEW ZEALAND,-43,173,0.4,0,0,0,0,0,0,0,0
1923,1,22,9,4,18,event that only caused a seiche or disturbance in an inland river,Earthquake,7.2,USA,N. CALIFORNIA,40.8,-124.5,0.1,-2,0,0,0,0,0,0,0
1923,2,3,16,1,41,definite tsunami,Earthquake,8.3,RUSSIA,KAMCHATKA,54,161,8,3,0,3,0,1.5,2,0,0
1923,3,2,16,48,52,probable tsunami,Earthquake,7.2,PHILIPPINES,"MINDANAO ISLAND, PHILIPPINES",6.5,124,0,0,0.5,0,0,0,0,0,0
1923,4,13,15,31,2,definite tsunami,Earthquake,7.2,RUSSIA,KAMCHATKA,56.5,162.5,20,4.9,3.5,18,0,24,3,0,3
1923,5,4,22,26,45,Erroneous entry,Earthquake,7,CHILE,NORTHERN CHILE,-28.75,-71.75,0,0,0,0,0,0,0,0,0
1923,6,1,17,24,0,definite tsunami,Earthquake,7.3,JAPAN,"KASHIMA, JAPAN",35.4,141.8,0.4,-1.3,-1.5,0,0,0,0,0,0
1923,7,18,2,24,19,very doubtful tsunami,Earthquake,5.5,PHILIPPINES,"BUTUAN, SULU SEA",9.3,125,0,0.5,1,0,0,0,0,0,0
1923,9,1,2,58,37,definite tsunami,Earthquake,7.9,JAPAN,SAGAMI BAY,35.1,139.5,13,3.6,3,2144,166,24,3,868,3
1923,9,2,2,46,40,definite tsunami,Earthquake,7.7,JAPAN,RYUKYU ISLANDS,34.9,140.2,0.3,-1.7,-1.5,0,0,0,0,0,0
1923,11,2,21,8,11.5,probable tsunami,Earthquake,7.1,PAPUA NEW GUINEA,BISMARCK SEA,-4.653,154.232,0,0,0,0,0,0,0,0,0
1923,11,4,0,4,47.8,very doubtful tsunami,Earthquake,7.1,PAPUA NEW GUINEA,NEW BRITAIN,-4.539,153.107,0,0,0,0,0,0,0,0,0
1924,3,15,10,31,24.1,event that only caused a seiche or disturbance in an inland river,Earthquake,6.8,RUSSIA,TATAR STRAIT,49.179,142.436,0,0,0,0,0,0,0,0,0
1924,4,14,16,20,23,definite tsunami,Earthquake and Landslide,8.3,PHILIPPINES,E. MINDANAO ISLAND,6.5,126.5,0,0,0.5,0,0,0,0,0,0
1924,5,6,16,9,20,definite tsunami,Earthquake and Landslide,6.5,PHILIPPINES,PHILIPPINES,16,118,0,1,1.5,0,0,1,1,0,0
1924,6,26,1,37,34,probable tsunami,Earthquake,7.8,AUSTRALIA,MACQUARIE ISLAND,-56,157.5,0,0,0,0,0,0,0,0,0
1924,8,30,3,4,7,questionable tsunami,Earthquake,7.3,PHILIPPINES,E. MINDANAO ISLAND,8.5,126.5,0,0,0.5,0,0,0,0,0,0
1925,2,23,23,53,36,probable tsunami,Earthquake and Landslide,6,USA,"GULF OF ALASKA, AK",60,-146,1.4,0.5,1,0,0,1,1,0,0
1925,5,5,10,6,6,questionable tsunami,Earthquake,6.8,PHILIPPINES,W. LUZON ISLAND,9.3,122.7,0,0,0.5,0,0,0,0,0,0
1925,5,15,11,56,57,questionable tsunami,Earthquake,7.1,CHILE,NORTHERN CHILE,-26,-71.5,0,0,0,0,0,0,0,0,0
1925,5,25,3,43,6,questionable tsunami,Earthquake,6.3,PHILIPPINES,W. LUZON ISLAND,12.2,122.1,0,-0.5,0.5,0,0,0,0,0,0
1925,11,13,12,14,45,questionable tsunami,Earthquake,7.3,PHILIPPINES,PHILIPPINE SEA,13,125,0,0,0.5,0,0,5,2,0,3
1925,11,16,11,54,54,very doubtful tsunami,Earthquake,7,MEXICO,S. MEXICO,18.5,-107,11,3.5,3,0,0,0,0,0,0
1926,1,25,0,36,25,probable tsunami,Earthquake,7.5,SOLOMON ISLANDS,SOLOMON SEA,-10.061,159.215,0,0,0,0,0,0,0,0,0
1926,6,28,3,23,25,event that only caused a seiche or disturbance in an inland river,Earthquake,5.8,INDONESIA,SW. SUMATRA,-0.7,100.6,0,0,0,0,0,5,2,0,0
1926,8,17,1,42,0,questionable tsunami,Earthquake,5.3,ITALY,AEOLIAN ISLANDS,38.567,14.833,0,0,3,0,0,0,0,0,0
1926,8,30,11,38,12,probable tsunami,Earthquake,0,GREECE,ARGOLIKOS GULF,36.5,23.3,0,0,0,0,0,0,0,0,0
1926,9,16,17,59,15,definite tsunami,Earthquake,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.674,159.519,2,1,1.5,0,0,1,1,0,0
1926,12,9,0,0,0,questionable tsunami,Earthquake,6,CHILE,NORTHERN CHILE,-28,-71,0,0.6,0.5,0,0,0,0,0,0
1927,1,1,8,17,0,very doubtful tsunami,Meteorological,5.7,USA,S. CALIFORNIA,32.5,-115.5,0,0,1,1,0,3,2,0,0
1927,1,24,5,18,22,questionable tsunami,Earthquake,0,NORWAY,WESTERN NORWAY,59,3,0,0,0,0,0,0,0,0,0
1927,3,7,9,27,0,definite tsunami,Earthquake and Landslide,7.6,JAPAN,SW. HONSHU ISLAND,35.6,135.1,11.3,0.4,0.5,0,0,0,0,0,0
1927,6,26,11,20,48,definite tsunami,Earthquake,6,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.4,0.7,-0.5,2,0,0,0,0,0,0
1927,7,11,13,4,0,questionable tsunami,Earthquake,6.3,ISRAEL,DEAD SEA,32,35.5,1,0,0,0,0,0,0,0,0
1927,8,5,21,13,1.1,definite tsunami,Earthquake,6.9,JAPAN,SANRIKU,37.9,142,0.1,-3.3,0,0,0,0,0,0,0
1927,8,18,19,28,0,definite tsunami,Earthquake,6.4,JAPAN,"KASHIMA, JAPAN",34.2,142,0.4,-1.3,0,0,0,0,0,0,0
1927,9,11,22,15,48,definite tsunami,Earthquake,6.8,UKRAINE,"CRIMEA, BLACK SEA",44.4,34.5,1,0,2,0,0,0,1,1,2
1927,10,24,15,59,44.8,probable tsunami,Earthquake and Landslide,7.1,USA,"SE. ALASKA, AK",57.69,-136.07,0,0,0,0,0,0,1,0,0
1927,11,4,13,50,43,definite tsunami,Earthquake,7.3,USA,S. CALIFORNIA,34.813,-120.774,1.8,1,1,0,0,0,1,0,0
1927,11,21,23,12,25,probable tsunami,Earthquake,7.1,CHILE,SOUTHERN CHILE,-44.6,-73,0,1.5,2,0,0,0,0,0,0
1927,12,1,4,37,27,probable tsunami,Earthquake,6.3,INDONESIA,SULAWESI,-0.7,119.7,15,3.9,3,50,50,0,2,0,2
1927,12,28,18,20,34.2,definite tsunami,Earthquake,7.5,RUSSIA,KAMCHATKA,55.663,160.039,2,1,0,0,0,0,0,0,0
1928,2,9,0,0,0,questionable tsunami,Earthquake,5.8,CANADA,BRITISH COLUMBIA,49,-125,0,0,0,0,0,0,0,0,0
1928,3,22,4,17,0,definite tsunami,Earthquake,7.7,MEXICO,MEXICO,15.67,-96.1,0,0,0,0,0,0,0,0,0
1928,3,31,0,29,47,very doubtful tsunami,Earthquake,6.5,GREECE,EAST AEGEAN,38.1,27.4,0,0,2,0,0,0,0,0,0
1928,4,9,17,34,15,very doubtful tsunami,Earthquake,6.9,PERU,S. PERU,-13,-69.6,0,0,1,10,0,0,0,0,0
1928,4,22,20,13,46,probable tsunami,Earthquake,6,GREECE,CORINTHOS-PATRAS GULF,38,23,0.6,1.1,3,0,0,0,0,0,0
1928,4,24,1,14,48,questionable tsunami,Earthquake,5,GREECE,AEGEAN SEA,38,23.5,0,0,3,0,0,0,0,0,0
1928,4,25,0,31,18,very doubtful tsunami,Earthquake,5.2,GREECE,"GRECIAN ARCHIPELAGO, CRETE",38,23,0,0,0,0,0,0,0,0,0
1928,4,27,20,34,58,event that only caused a seiche or disturbance in an inland river,Earthquake,6.8,PERU,S. PERU,-13,-69.5,0,0,0,0,0,0,0,0,0
1928,5,2,21,54,32,very doubtful tsunami,Earthquake,0,GREECE,NORTH AEGEAN,39.6,29.1,0,0,0,0,0,0,0,0,0
1928,5,3,1,25,13,questionable tsunami,Earthquake,4.3,TURKEY,WESTERN TURKEY,40.8,26.8,0,0,2,0,0,0,0,0,0
1928,5,27,9,50,0,definite tsunami,Earthquake,7,JAPAN,SANRIKU,40,143.2,0.45,-2.3,-2,0,0,0,0,0,0
1928,6,15,6,12,36,probable tsunami,Earthquake,7,PHILIPPINES,SULU SEA,12.4,120.9,0,0,0.5,0,0,0,1,0,0
1928,6,17,3,19,33.1,definite tsunami,Earthquake,7.7,MEXICO,S. MEXICO,16.028,-97.036,0.2,3,1,0,0,0,1,0,0
1928,7,18,19,5,0,questionable tsunami,Earthquake,7,PERU,N. PERU,-5.5,-79,0,0,0,0,0,0,0,0,0
1928,11,20,20,35,7,questionable tsunami,Earthquake,7.1,CHILE,NORTHERN CHILE,-22.5,-70.5,0,0,0,0,0,0,0,0,0
1928,12,1,4,6,12,probable tsunami,Earthquake,7.6,CHILE,CENTRAL CHILE,-35,-72,1.5,0.6,0.5,0,0,0,0,0,0
1928,12,19,11,37,10,probable tsunami,Earthquake,7.3,PHILIPPINES,CELEBES SEA,7,124,0,0,1,4,102,0,2,0,0
1929,1,17,11,52,0,definite tsunami,Earthquake,6.9,VENEZUELA,CUMANA,10.6,-65.6,0,0,0,0,0,0,3,0,3
1929,3,7,1,34,37.9,definite tsunami,Earthquake,7.8,USA,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",50.88,-169.71,1,0,0,0,0,0,1,0,0
1929,5,21,16,35,0,definite tsunami,Earthquake,7.1,JAPAN,HIUGANADA,31.7,132.2,0.7,-0.5,0,0,0,0,0,0,0
1929,5,26,22,39,54,probable tsunami,Earthquake,7,CANADA,BRITISH COLUMBIA,51,-131,1.5,0.6,0,0,0,0,0,0,0
1929,6,13,9,24,34,questionable tsunami,Earthquake,7.2,PHILIPPINES,E. MINDANAO ISLAND,8.5,127,0,0,0.5,0,0,0,0,0,0
1929,6,16,22,47,32,questionable tsunami,Earthquake and Landslide,7.5,NEW ZEALAND,TASMAN SEA,-41.75,172.25,2.5,1.3,1.5,0,0,0,0,0,0
1929,11,18,20,32,0,definite tsunami,Earthquake and Landslide,7.3,CANADA,"GRAND BANKS, NEWFOUNDLAND",44.69,-56,13,2.2,0,28,0,1,2,0,0
1930,1,3,0,0,0,event that only caused a seiche or disturbance in an inland river,Earthquake,5.5,CHINA,JIANGSU PROVINCE,32.2,119.4,0,0,0,0,0,0,0,0,0
1930,5,5,13,45,58,definite tsunami,Earthquake,7.3,MYANMAR (BURMA),MYANMAR COAST,17.3,96.5,0,0,0,500,0,0,3,0,3
1930,6,19,13,7,27,probable tsunami,Earthquake,6,INDONESIA,SOUTH OF JAVA,-5.6,105.3,1.5,-0.5,0,0,0,0,0,0,0
1930,7,19,15,20,12,questionable tsunami,Earthquake,6.5,INDONESIA,SOUTH OF JAVA,-9.3,114.3,0.1,-3.3,0,0,0,0,0,0,0
1930,8,31,0,40,38,probable tsunami,Earthquake and Landslide,5.2,USA,S. CALIFORNIA,34.03,-118.643,3.05,-1,-0.5,1,0,0,0,0,0
1930,9,30,21,20,54.1,probable tsunami,Earthquake,6.6,PAPUA NEW GUINEA,BISMARCK SEA,-4.423,145.46,0,0,0,0,0,0,0,0,0
1930,10,30,7,13,10,definite tsunami,Earthquake,5.9,ITALY,CENTRAL ADRIATIC,43.667,13.267,0,0,4,0,0,0,0,0,0
1930,12,23,21,35,36,definite tsunami,Earthquake,6.5,PAPUA NEW GUINEA,BISMARCK SEA,-1.3,144.3,12,3.4,1.5,27,8,0,2,104,3
1930,12,29,8,26,24,questionable tsunami,Earthquake,6,CHILE,NORTHERN CHILE,-28.5,-71,1,0,0.5,0,0,0,0,0,0
1931,2,2,22,46,51.3,very doubtful tsunami,Earthquake,7.7,NEW ZEALAND,N. NEW ZEALAND,-39.772,176.025,0,0,0,0,0,0,0,0,0
1931,2,13,1,27,16,very doubtful tsunami,Earthquake,7.1,NEW ZEALAND,N. NEW ZEALAND,-39.5,177,0.1,0,0,0,0,0,0,0,0
1931,3,9,3,49,0,definite tsunami,Earthquake,7.6,JAPAN,SANRIKU,41.2,142.5,0.4,-1.3,-1,0,0,0,0,0,0
1931,3,18,8,2,23,questionable tsunami,Earthquake,7.1,CHILE,CENTRAL CHILE,-32.5,-72,0,0,0,0,0,0,0,0,0
1931,6,7,0,25,21,questionable tsunami,Earthquake,6,UK,"DOGGER BANK, ENGLAND",54,1.067,0,0,0,0,0,0,0,0,0
